StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific,Q136,geography,Q106,religious,Q134,number,Q110,political,Q138,maybe,mot_1,surprise_1,att.surprise,jus_1,att.jus,bet_1,double_1,consider_1,predict_1,context_1,Q146_1,att.sense,dishonest_1,Q150_1,serious_1,Q149_1,single_1,really_1,deeper_1,age,gen,race,PROLIFIC_PID,thought,text,FL_95_DO,FL_42_DO,FL_136_DO,FL_150_DO,FL_151_DO
2026-03-23 15:57:59,2026-03-23 16:02:54,0,108.49.72.241,100,294,1,2026-03-23 16:02:54,R_3egAYc378ngj7yN,,,,,42.3912,-71.4154,anonymous,EN,1,64717245e1df4e34c97cca3f,,,,,,,,,4,All's well that ends well.,64,99,3,91,1,79,33,92,87,82,4,1,2,,95,,89,95,88,66,1,2,64717245e1df4e34c97cca3f,1,All's well that ends well.,FL_137|FL_99|FL_98|FL_101|FL_103,Beliefbecauseofevidence|Context-sensitivity|Prediction|Considered|Double-bookkeeping|Betting|FL_78|FL_80,FL_151|FL_150|FL_143|Reallybelieve|Deepersense|Singlebookkeeping,Dishonest,Serious
2026-03-23 15:57:19,2026-03-23 16:02:56,0,161.77.114.245,100,336,1,2026-03-23 16:02:56,R_3JmA7MANIeIxtQd,,,,,42.0986,-72.5931,anonymous,EN,1,69c0fcabd999cc90c91fbb5d,,,,,4,Planes do really fly over seas,,,,,50,83,3,100,1,100,0,100,50,0,0,1,0,,100,,100,100,100,29,1,2,69c0fcabd999cc90c91fbb5d,1,Planes do really fly over seas,FL_101|FL_99|FL_137|FL_98|FL_103,Considered|Context-sensitivity|Betting|Prediction|FL_80|Double-bookkeeping|Beliefbecauseofevidence|FL_78,Deepersense|Singlebookkeeping|FL_151|FL_143|FL_150|Reallybelieve,Dishonest,Serious
2026-03-23 16:00:01,2026-03-23 16:03:00,0,162.198.195.188,100,178,1,2026-03-23 16:03:00,R_7FsoEynWEbZZTYG,,,,,38.6101,-90.56,anonymous,EN,1,69b6fcbca8e620b3691d0158,4,I have thought about the various economic state of the world in both countries that were mentioned.,,,,,,,,,81,33,3,70,1,71,19,8,81,12,14,1,,0,84,,88,73,74,18,1,2,69b6fcbca8e620b3691d0158,1,I have thought about the various economic state of the world in both countries that were mentioned.,FL_98|FL_103|FL_137|FL_99|FL_101,FL_78|Double-bookkeeping|Betting|Beliefbecauseofevidence|Considered|Context-sensitivity|FL_80|Prediction,FL_143|FL_151|FL_150|Singlebookkeeping|Deepersense|Reallybelieve,Dishonest2,Serious
2026-03-23 15:55:35,2026-03-23 16:03:00,0,82.20.104.129,100,444,1,2026-03-23 16:03:00,R_2RvWNNSVHoX78vU,,,,,53.5477,-2.1259,anonymous,EN,1,59789a60bf453d00010a94c7,,,,,,,4,We should stop all illegal immigrants coming over on boats,,,68,64,3,81,1,62,7,59,67,21,37,1,72,,70,,66,86,80,54,1,2,59789a60bf453d00010a94c7,1,We should stop all illegal immigrants coming over on boats,FL_103|FL_101|FL_99|FL_137|FL_98,Considered|Beliefbecauseofevidence|Context-sensitivity|FL_78|Double-bookkeeping|Betting|Prediction|FL_80,FL_143|Singlebookkeeping|FL_151|FL_150|Reallybelieve|Deepersense,Dishonest,Serious
2026-03-23 16:00:13,2026-03-23 16:03:06,0,70.170.136.3,100,172,1,2026-03-23 16:03:06,R_7ZQC4SHijqVVUHx,,,,,36.1233,-115.2775,anonymous,EN,1,69bca1dd3256738225a8a125,,,,,,,,,4,"Carrots will help with my eyesight ",82,3,3,76,1,78,21,78,22,66,14,2,,25,,,,,,,,,69bca1dd3256738225a8a125,1,"Carrots will help with my eyesight ",FL_137|FL_98|FL_101|FL_103|FL_99,Context-sensitivity|FL_80|Betting|Prediction|Double-bookkeeping|Considered|Beliefbecauseofevidence|FL_78,FL_150|FL_143|Deepersense|Singlebookkeeping|Reallybelieve|FL_151,Dishonest2,
2026-03-23 15:58:48,2026-03-23 16:03:08,0,217.43.117.240,100,260,1,2026-03-23 16:03:09,R_839KqbvwTBlaUrh,,,,,52.6823,-1.3966,anonymous,EN,1,698a231eb1fe98dda75f2e9f,4,"That India shares border with a lot countries, like bhutan, china, nepal and pakistan.",,,,,,,,,100,100,3,71,1,100,0,100,29,0,0,1,0,,,0,100,100,100,28,1,5,698a231eb1fe98dda75f2e9f,1,"That India shares border with a lot countries, like bhutan, china, nepal and pakistan.",FL_98|FL_137|FL_99|FL_101|FL_103,FL_78|Context-sensitivity|Prediction|Double-bookkeeping|Beliefbecauseofevidence|Betting|FL_80|Considered,Singlebookkeeping|Deepersense|FL_143|FL_150|FL_151|Reallybelieve,Dishonest,Serious2
2026-03-23 15:56:39,2026-03-23 16:03:16,0,86.167.30.45,100,396,1,2026-03-23 16:03:16,R_8GK83ArMlP8qkOY,,,,,51.3427,-2.9694,anonymous,EN,1,5d853d4eecc7dc001850467f,,,,,,,5,,4,Why do cats like earwax?,61,15,3,60,1,78,36,58,1,32,15,1,13,,,20,88,87,62,46,1,2,5d853d4eecc7dc001850467f,1,Why do cats like earwax?,FL_103|FL_137|FL_99|FL_101|FL_98,FL_78|Prediction|FL_80|Context-sensitivity|Beliefbecauseofevidence|Double-bookkeeping|Considered|Betting,Deepersense|FL_151|FL_150|FL_143|Reallybelieve|Singlebookkeeping,Dishonest,Serious2
2026-03-23 16:00:35,2026-03-23 16:03:28,0,216.7.80.69,100,172,1,2026-03-23 16:03:28,R_7AG7HWg3EvYILaE,,,,,41.8446,-89.4889,anonymous,EN,1,6679cfba14b59d3f748dd414,,,,,,,4,"Kill the rich. ",,,100,100,3,100,1,86,0,97,74,0,0,2,0,,,,,100,,,,,6679cfba14b59d3f748dd414,1,"Kill the rich. ",FL_103|FL_99|FL_101|FL_137|FL_98,Context-sensitivity|FL_80|Beliefbecauseofevidence|FL_78|Prediction|Betting|Considered|Double-bookkeeping,Reallybelieve|FL_150|FL_143|FL_151|Singlebookkeeping|Deepersense,Dishonest,
2026-03-23 16:00:08,2026-03-23 16:03:29,0,88.97.230.82,100,200,1,2026-03-23 16:03:30,R_8KFEWhVHIaaSbOp,,,,,54.1166,-3.235,anonymous,EN,1,651ac88823e71c05dbc1ff63,4,"More than 17,000 islands make up Indonesia",,,,,,,,,91,100,3,57,1,100,0,61,0,0,0,1,,0,,0,100,100,100,57,2,2,651ac88823e71c05dbc1ff63,1,"More than 17,000 islands make up Indonesia",FL_98|FL_103|FL_137|FL_101|FL_99,Context-sensitivity|Considered|Prediction|FL_78|FL_80|Double-bookkeeping|Betting|Beliefbecauseofevidence,Reallybelieve|FL_143|FL_151|FL_150|Singlebookkeeping|Deepersense,Dishonest2,Serious2
2026-03-23 16:00:19,2026-03-23 16:03:44,0,136.226.100.166,100,205,1,2026-03-23 16:03:44,R_3q3CPtD2suW3l7f,,,,,32.7797,-96.8022,anonymous,EN,1,5ccf87bfb46c7000010d8428,4,Just what countries are in Africa and detail in where they are,,,,,,,,,100,3,3,100,1,100,8,89,22,0,0,1,,0,,0,100,100,100,31,2,2,5ccf87bfb46c7000010d8428,1,Just what countries are in Africa and detail in where they are,FL_98|FL_101|FL_103|FL_137|FL_99,Considered|Double-bookkeeping|FL_80|Prediction|FL_78|Beliefbecauseofevidence|Betting|Context-sensitivity,FL_151|Deepersense|Singlebookkeeping|FL_143|FL_150|Reallybelieve,Dishonest2,Serious2
2026-03-23 16:00:00,2026-03-23 16:03:48,0,70.39.6.102,100,227,1,2026-03-23 16:03:48,R_6us0i1YjQwDItCo,,,,,41.5809,-91.0128,anonymous,EN,1,695f8b552bbfdcbae8c5e799,4,Disney World is in Florida,,,,,,,,,100,100,3,100,1,100,0,100,0,0,0,3,,,,0,100,100,100,,,,695f8b552bbfdcbae8c5e799,1,Disney World is in Florida,FL_98|FL_137|FL_103|FL_101|FL_99,Prediction|FL_78|Considered|Betting|FL_80|Context-sensitivity|Double-bookkeeping|Beliefbecauseofevidence,Deepersense|Singlebookkeeping|Reallybelieve|FL_151|FL_143|FL_150,,Serious2
2026-03-23 15:59:55,2026-03-23 16:03:48,0,76.148.16.63,100,233,1,2026-03-23 16:03:48,R_55x622ono1JsxnH,,,,,26.5025,-81.9276,anonymous,EN,1,6483f9ebf7986bdbdbc0598c,,,4,I believe that the higher power influences my choices to help others and love myself.,,,,,,,41,50,3,75,1,50,27,64,44,38,40,1,38,,,50,71,66,72,61,1,2,6483f9ebf7986bdbdbc0598c,1,I believe that the higher power influences my choices to help others and love myself.,FL_99|FL_137|FL_98|FL_101|FL_103,Double-bookkeeping|Considered|FL_80|Context-sensitivity|FL_78|Betting|Prediction|Beliefbecauseofevidence,Deepersense|FL_151|FL_143|Singlebookkeeping|Reallybelieve|FL_150,Dishonest,Serious2
2026-03-23 15:58:03,2026-03-23 16:03:48,0,90.216.74.100,100,345,1,2026-03-23 16:03:49,R_8PSmpnEnOxpl86u,,,,,51.3464,0.7372,anonymous,EN,1,5797bc9aad1a6c000146818c,4,The place I am looking at on the map is very close to the sea.,,,5,,,,5,,100,100,3,100,1,100,0,100,51,48,0,1,,0,100,,100,100,100,65,2,2,5797bc9aad1a6c000146818c,1,The place I am looking at on the map is very close to the sea.,FL_137|FL_101|FL_98|FL_103|FL_99,FL_78|Double-bookkeeping|Beliefbecauseofevidence|Considered|FL_80|Betting|Prediction|Context-sensitivity,FL_150|Reallybelieve|FL_143|Deepersense|Singlebookkeeping|FL_151,Dishonest2,Serious
2026-03-23 15:58:02,2026-03-23 16:03:55,0,79.78.234.251,100,353,1,2026-03-23 16:03:55,R_8Dpx3CjSndcIWYe,,,,,52.4778,-1.9326,anonymous,EN,1,6644b22e26557e73d19ff30d,,,,,,,,,4,India is the most populated country in the world,86,31,3,91,1,39,68,66,44,69,39,1,41,,,50,60,55,59,32,1,5,6644b22e26557e73d19ff30d,1,India is the most populated country in the world,FL_137|FL_99|FL_101|FL_103|FL_98,Considered|Double-bookkeeping|FL_80|Context-sensitivity|FL_78|Betting|Prediction|Beliefbecauseofevidence,FL_143|FL_150|FL_151|Reallybelieve|Singlebookkeeping|Deepersense,Dishonest,Serious2
2026-03-23 15:56:52,2026-03-23 16:04:01,0,151.227.30.196,100,428,1,2026-03-23 16:04:01,R_2PpN09Kpkt0FBG1,,,,,51.2604,-1.0825,anonymous,EN,1,5f84cf1b6d6eca19383f0744,4,I was wondering where the various countries in the middle east are,,,,,,,,,100,87,3,100,1,100,0,85,0,0,0,1,,0,,0,100,100,24,54,1,2,5f84cf1b6d6eca19383f0744,1,I was wondering where the various countries in the middle east are,FL_98|FL_137|FL_99|FL_103|FL_101,FL_80|Beliefbecauseofevidence|FL_78|Double-bookkeeping|Context-sensitivity|Prediction|Considered|Betting,Singlebookkeeping|Deepersense|FL_143|FL_150|FL_151|Reallybelieve,Dishonest2,Serious2
2026-03-23 15:58:09,2026-03-23 16:04:02,0,81.179.27.0,100,353,1,2026-03-23 16:04:03,R_8EYszxsApQ3LSKt,,,,,55.8486,-4.2216,anonymous,EN,1,663ccb353b6d9966bcce762a,4,Getting to Italy by train (from the UK) would be an adventure.,,,,,5,,,,74,91,3,90,1,100,21,100,71,10,0,1,13,,87,,100,89,94,54,1,2,663ccb353b6d9966bcce762a,1,Getting to Italy by train (from the UK) would be an adventure.,FL_103|FL_98|FL_99|FL_137|FL_101,Considered|Double-bookkeeping|FL_80|Beliefbecauseofevidence|Betting|Prediction|Context-sensitivity|FL_78,FL_143|Deepersense|FL_151|Singlebookkeeping|FL_150|Reallybelieve,Dishonest,Serious
2026-03-23 15:59:59,2026-03-23 16:04:05,0,136.50.239.159,100,246,1,2026-03-23 16:04:05,R_7LUxG1t4XHi0TgB,,,,,29.5,-98.6744,anonymous,EN,1,69bdd4476bc8f30a2520c96d,,,5,,4,I've thought about the number of galaxies often.,5,,,,100,100,3,95,1,97,10,87,35,50,0,1,0,,,0,99,100,100,32,2,2,69bdd4476bc8f30a2520c96d,1,I've thought about the number of galaxies often.,FL_99|FL_103|FL_101|FL_137|FL_98,Beliefbecauseofevidence|FL_80|Betting|Prediction|Double-bookkeeping|Context-sensitivity|FL_78|Considered,Reallybelieve|FL_151|FL_143|Deepersense|FL_150|Singlebookkeeping,Dishonest,Serious2
2026-03-23 15:59:59,2026-03-23 16:04:06,0,84.71.65.144,100,246,1,2026-03-23 16:04:07,R_2mPJgyAgAV5SWBb,,,,,51.532,0.0884,anonymous,EN,1,5a8c5f67000dab00018cd8f0,,,,,,,,,4,why are olives so expensive these days?,79,64,3,80,1,73,27,79,72,20,8,1,,8,,8,68,88,81,51,1,2,5a8c5f67000dab00018cd8f0,1,why are olives so expensive these days?,FL_137|FL_99|FL_98|FL_101|FL_103,Considered|Beliefbecauseofevidence|Double-bookkeeping|FL_80|Context-sensitivity|Prediction|Betting|FL_78,Singlebookkeeping|FL_150|Reallybelieve|FL_151|FL_143|Deepersense,Dishonest2,Serious2
2026-03-23 16:00:11,2026-03-23 16:04:07,0,99.125.206.98,100,235,1,2026-03-23 16:04:08,R_11WSOGy8P8J37LN,,,,,30.0954,-81.7199,anonymous,EN,1,69a7b8cbb4cc80a618bc2ee7,,,5,,,,,,4,Apple turns 50 soon and was created out of a garage,12,100,3,69,1,100,0,17,19,2,0,1,0,,100,,100,100,22,50,1,2,69a7b8cbb4cc80a618bc2ee7,1,Apple turns 50 soon and was created out of a garage,FL_99|FL_137|FL_98|FL_103|FL_101,Considered|Beliefbecauseofevidence|FL_80|Prediction|Betting|FL_78|Context-sensitivity|Double-bookkeeping,FL_150|FL_151|Reallybelieve|Singlebookkeeping|FL_143|Deepersense,Dishonest,Serious
2026-03-23 15:58:27,2026-03-23 16:04:11,0,73.107.114.131,100,343,1,2026-03-23 16:04:11,R_7Cq3uTYRWd9yEih,,,,,26.1331,-81.7938,anonymous,EN,1,606b6705399a272af8238dad,,,4,"Why God takes really good people, children etc. (give them diseases etc) and the words people on earth get to live.",,,,,,,0,74,3,100,1,0,24,70,0,76,50,1,,30,,36,49,72,38,56,1,2,606b6705399a272af8238dad,1,"Why God takes really good people, children etc. (give them diseases etc) and the words people on earth get to live.",FL_99|FL_103|FL_137|FL_98|FL_101,Betting|Prediction|Beliefbecauseofevidence|FL_78|Double-bookkeeping|Considered|FL_80|Context-sensitivity,Deepersense|FL_151|FL_143|FL_150|Reallybelieve|Singlebookkeeping,Dishonest2,Serious2
2026-03-23 15:59:48,2026-03-23 16:04:34,0,163.116.247.62,100,285,1,2026-03-23 16:04:34,R_61Yk7F03Co3U72D,,,,,38.6287,-90.1988,anonymous,EN,1,6723885f3d652f40233daba1,,,,,,,4,I have often wondered if we would be better off if Donald Trump died in office.,,,100,100,3,100,1,100,0,100,71,100,50,2,,,,,,,,,,,6723885f3d652f40233daba1,1,I have often wondered if we would be better off if Donald Trump died in office.,FL_103|FL_101|FL_99|FL_137|FL_98,FL_80|Prediction|Context-sensitivity|Beliefbecauseofevidence|Considered|FL_78|Double-bookkeeping|Betting,FL_143|Singlebookkeeping|Reallybelieve|FL_151|Deepersense|FL_150,,
2026-03-23 15:57:57,2026-03-23 16:04:55,0,94.198.82.252,100,417,1,2026-03-23 16:04:55,R_8PAb4tNUu2ywJlL,,,,,52.5836,-0.2528,anonymous,EN,1,5b9d57e5737d030001ad2cbf,4,people who live in Western Europe are very lucky with the weather and climate When you compare it to other parts of the world.,,,,,,,,,97,0,3,100,1,100,0,83,88,2,0,2,,0,,0,100,100,98,,,,5b9d57e5737d030001ad2cbf,1,people who live in Western Europe are very lucky with the weather and climate When you compare it to other parts of the world.,FL_98|FL_99|FL_137|FL_101|FL_103,Beliefbecauseofevidence|Context-sensitivity|Considered|Betting|Double-bookkeeping|FL_80|FL_78|Prediction,Deepersense|FL_150|Singlebookkeeping|Reallybelieve|FL_151|FL_143,Dishonest2,Serious2
2026-03-23 16:02:15,2026-03-23 16:04:59,0,24.217.234.9,100,163,1,2026-03-23 16:04:59,R_5eXS3EJeAurFJzn,,,,,38.2081,-91.1604,anonymous,EN,1,5f13958f0576a62394421a92,,,,,5,,5,,4,"IDK any specific ones off the top of my head, I think of random pieces of trivia all the time",0,0,3,0,1,0,0,0,0,0,0,1,,0,,0,0,100,0,28,2,2,5f13958f0576a62394421a92,1,"IDK any specific ones off the top of my head, I think of random pieces of trivia all the time",FL_101|FL_103|FL_137|FL_99|FL_98,FL_80|Double-bookkeeping|Beliefbecauseofevidence|Betting|Context-sensitivity|Prediction|FL_78|Considered,FL_143|Deepersense|FL_151|FL_150|Singlebookkeeping|Reallybelieve,Dishonest2,Serious2
2026-03-23 16:00:03,2026-03-23 16:05:06,0,162.226.250.215,100,303,1,2026-03-23 16:05:07,R_6k0dxrjjhgsgGg9,,,,,41.4866,-81.8037,anonymous,EN,1,5eea9a9ea8d6d71ba912a73e,,,,,,,,,4,Atlanta is further west than Detroit,100,100,3,64,1,100,61,63,77,0,14,1,0,,100,,100,100,78,40,2,2,5eea9a9ea8d6d71ba912a73e,1,Atlanta is further west than Detroit,FL_137|FL_103|FL_98|FL_99|FL_101,Context-sensitivity|Prediction|Considered|Beliefbecauseofevidence|FL_80|FL_78|Double-bookkeeping|Betting,Deepersense|FL_151|FL_143|Singlebookkeeping|FL_150|Reallybelieve,Dishonest,Serious
2026-03-23 15:58:01,2026-03-23 16:05:07,0,35.136.18.93,100,425,1,2026-03-23 16:05:07,R_3e1T4r8QXfvy6Mp,,,,,27.9611,-81.9398,anonymous,EN,1,69442c70d305fc2ebc3aaef0,4,Lakeland is between Tampa and Orlando,,,,,,,,,100,97,3,100,1,98,0,95,96,0,2,1,,0,97,,99,98,100,72,1,2,69442c70d305fc2ebc3aaef0,1,Lakeland is between Tampa and Orlando,FL_98|FL_99|FL_101|FL_137|FL_103,Beliefbecauseofevidence|FL_78|Double-bookkeeping|Context-sensitivity|FL_80|Betting|Considered|Prediction,FL_151|FL_143|Singlebookkeeping|Deepersense|FL_150|Reallybelieve,Dishonest2,Serious
2026-03-23 15:57:09,2026-03-23 16:05:08,0,185.17.165.136,100,479,1,2026-03-23 16:05:09,R_8WKYetXGGzt6Ysp,,,,,50.7638,-1.2942,anonymous,EN,1,5caca4e291d3ab00171cdeb0,,,,,,,,,4,"Africa is actually bigger than how it appears on maps due to the fact that world maps are distorted. ",100,63,3,100,1,100,0,67,0,100,0,1,,0,100,,100,97,100,31,2,2,5caca4e291d3ab00171cdeb0,1,"Africa is actually bigger than how it appears on maps due to the fact that world maps are distorted. ",FL_137|FL_98|FL_99|FL_103|FL_101,FL_78|Betting|Beliefbecauseofevidence|Context-sensitivity|Double-bookkeeping|Prediction|FL_80|Considered,Singlebookkeeping|Deepersense|FL_151|Reallybelieve|FL_143|FL_150,Dishonest2,Serious
2026-03-23 15:58:06,2026-03-23 16:05:12,0,174.179.213.102,100,425,1,2026-03-23 16:05:12,R_1Dait3EZvFXboIh,,,,,37.6281,-77.3376,anonymous,EN,1,56a37d86dbe850000bfcef9d,,,,,4,"Mostly my thoughts about how many things they are revolve around money and how much of it I have or don't have. ",,,,,27,28,3,94,1,97,7,10,73,18,22,1,6,,89,,43,89,51,61,1,2,56a37d86dbe850000bfcef9d,1,"Mostly my thoughts about how many things they are revolve around money and how much of it I have or don't have. ",FL_101|FL_98|FL_99|FL_137|FL_103,FL_78|Betting|Context-sensitivity|Beliefbecauseofevidence|Prediction|FL_80|Double-bookkeeping|Considered,FL_143|Singlebookkeeping|Reallybelieve|FL_151|FL_150|Deepersense,Dishonest,Serious
2026-03-23 15:55:39,2026-03-23 16:05:13,0,64.167.59.44,100,573,1,2026-03-23 16:05:13,R_6TpDd3IfSvZtxZE,,,,,39.7684,-86.158,anonymous,EN,1,664e1a71d20f44f2ffe39360,4,Texas is bigger than Spain,,,,,,,,,5,100,3,9,1,100,0,12,11,12,12,1,0,,90,,100,100,51,40,2,2,664e1a71d20f44f2ffe39360,1,Texas is bigger than Spain,FL_98|FL_101|FL_103|FL_99|FL_137,Prediction|Context-sensitivity|Double-bookkeeping|FL_80|Betting|Beliefbecauseofevidence|Considered|FL_78,FL_143|FL_151|Reallybelieve|Deepersense|Singlebookkeeping|FL_150,Dishonest,Serious
2026-03-23 15:56:29,2026-03-23 16:05:20,0,86.14.183.29,100,531,1,2026-03-23 16:05:20,R_8gYKHLQlwdfFhFH,,,,,55.8473,-4.1825,anonymous,EN,1,61015f63f9a351d3171a0f98,4,The states lines in the USA look crazy. The are very straight and weird and very un Europe like.,,,,,,,,,74,66,3,98,1,95,23,55,9,71,11,1,1,,84,,81,98,94,45,2,2,61015f63f9a351d3171a0f98,1,The states lines in the USA look crazy. The are very straight and weird and very un Europe like.,FL_98|FL_137|FL_99|FL_101|FL_103,Double-bookkeeping|Context-sensitivity|Considered|FL_78|Prediction|Beliefbecauseofevidence|FL_80|Betting,Singlebookkeeping|FL_143|FL_151|FL_150|Reallybelieve|Deepersense,Dishonest,Serious
2026-03-23 16:01:07,2026-03-23 16:05:25,0,5.67.137.187,100,257,1,2026-03-23 16:05:25,R_2xNKLdfSl64MwMN,,,,,50.2648,-5.0576,anonymous,EN,1,5e80e70d3c00ce7d6fdb69ef,,,,,4,"Wondering if there are more wheels in the world or more doors. I know it's an old thing from social media, but it still pops in my head.",,,,,14,26,3,73,1,19,23,55,0,71,64,1,0,,35,,62,69,10,47,2,2,5e80e70d3c00ce7d6fdb69ef,1,"Wondering if there are more wheels in the world or more doors. I know it's an old thing from social media, but it still pops in my head.",FL_101|FL_137|FL_99|FL_103|FL_98,Considered|FL_78|Beliefbecauseofevidence|Double-bookkeeping|Context-sensitivity|Prediction|FL_80|Betting,FL_143|Deepersense|FL_151|Singlebookkeeping|FL_150|Reallybelieve,Dishonest,Serious
2026-03-23 15:57:48,2026-03-23 16:05:46,0,74.194.27.112,100,477,1,2026-03-23 16:05:46,R_6LaNbQrLbPnU0q9,,,,,31.7578,-93.0908,anonymous,EN,1,67c34d9b878f52578c902a89,,,,,,,,,4,Are there real people who actually have superpowers,28,63,3,38,1,38,70,61,37,41,38,1,39,,,44,55,64,56,54,1,4,67c34d9b878f52578c902a89,1,Are there real people who actually have superpowers,FL_137|FL_98|FL_99|FL_103|FL_101,Betting|FL_80|Prediction|FL_78|Beliefbecauseofevidence|Double-bookkeeping|Context-sensitivity|Considered,FL_150|Reallybelieve|Singlebookkeeping|FL_143|Deepersense|FL_151,Dishonest,Serious2
2026-03-23 15:59:58,2026-03-23 16:05:47,0,38.178.92.221,100,349,1,2026-03-23 16:05:48,R_6d9vB4ChuIDWu41,,,,,33.7485,-84.3871,anonymous,EN,1,60d9e874269237cc2a228006,,,,,4,"My current little family is a family of 3 people, whereas when I grew up I was in a family of 5 people. ",,,,,100,100,3,100,1,100,0,50,10,0,0,1,,0,100,,100,100,100,30,1,2,60d9e874269237cc2a228006,1,"My current little family is a family of 3 people, whereas when I grew up I was in a family of 5 people. ",FL_101|FL_98|FL_137|FL_103|FL_99,Prediction|Double-bookkeeping|Betting|FL_78|FL_80|Beliefbecauseofevidence|Considered|Context-sensitivity,FL_151|Singlebookkeeping|Deepersense|FL_150|Reallybelieve|FL_143,Dishonest2,Serious
2026-03-23 16:02:07,2026-03-23 16:06:02,0,172.56.71.254,100,235,1,2026-03-23 16:06:03,R_7hQBw4CzN45cOt8,,,,,33.7468,-84.3137,anonymous,EN,1,69c07f5c0d48ac0fdefef656,,,,,4,How many years does it take plastic to decay,,,,,64,100,3,74,1,86,11,68,64,66,99,1,1,,86,,98,90,87,52,1,2,69c07f5c0d48ac0fdefef656,1,How many years does it take plastic to decay,FL_101|FL_99|FL_103|FL_98|FL_137,Beliefbecauseofevidence|Considered|Double-bookkeeping|Context-sensitivity|Betting|Prediction|FL_80|FL_78,FL_150|Deepersense|Reallybelieve|Singlebookkeeping|FL_151|FL_143,Dishonest,Serious
2026-03-23 15:58:10,2026-03-23 16:06:03,0,96.242.18.69,100,472,1,2026-03-23 16:06:03,R_7iQH3lpVTHGkuKL,,,,,40.7643,-74.148,anonymous,EN,1,69a8883acf2acae8b11908d0,,,4,I believe there is a higher power and I don't really think of hell like the first thought. I think it's nothing like we couldn't imagine.,,,,,,,79,100,3,81,1,100,0,83,17,84,0,1,,0,,14,88,100,83,37,1,9,69a8883acf2acae8b11908d0,1,I believe there is a higher power and I don't really think of hell like the first thought. I think it's nothing like we couldn't imagine.,FL_99|FL_101|FL_137|FL_98|FL_103,Double-bookkeeping|FL_80|Betting|Context-sensitivity|Considered|Prediction|Beliefbecauseofevidence|FL_78,FL_151|Deepersense|Singlebookkeeping|Reallybelieve|FL_150|FL_143,Dishonest2,Serious2
2026-03-23 15:59:56,2026-03-23 16:06:08,0,107.5.220.161,100,372,1,2026-03-23 16:06:09,R_5jIgSDaSdAc52mo,,,,,42.3344,-83.1756,anonymous,EN,1,667871d17d7fdf0358f82a28,,,,,4,I have thought about how many stray cats there are in my neighborhood.,,,,,82,88,3,85,1,83,15,63,67,14,4,1,1,,89,,88,84,92,46,2,2,667871d17d7fdf0358f82a28,1,I have thought about how many stray cats there are in my neighborhood.,FL_101|FL_103|FL_99|FL_137|FL_98,Double-bookkeeping|Considered|Context-sensitivity|Betting|FL_80|Prediction|FL_78|Beliefbecauseofevidence,Reallybelieve|FL_150|FL_151|Singlebookkeeping|FL_143|Deepersense,Dishonest,Serious
2026-03-23 15:55:53,2026-03-23 16:06:10,0,97.79.27.203,100,617,1,2026-03-23 16:06:11,R_3wXcP48BrXNgNXj,,,,,28.1758,-82.4193,anonymous,EN,1,69b9c996375d3fd61d6d35c1,,,,,,,,,4,"if you're reading this, that means you can read english, and now I know that about you.",15,100,3,100,1,100,0,36,78,0,0,1,0,,,0,100,100,100,22,2,2,69b9c996375d3fd61d6d35c1,1,"if you're reading this, that means you can read english, and now I know that about you.",FL_137|FL_101|FL_98|FL_99|FL_103,FL_80|Prediction|FL_78|Considered|Beliefbecauseofevidence|Context-sensitivity|Double-bookkeeping|Betting,Deepersense|FL_150|FL_143|FL_151|Reallybelieve|Singlebookkeeping,Dishonest,Serious2
2026-03-23 16:00:07,2026-03-23 16:06:12,0,73.149.219.60,100,364,1,2026-03-23 16:06:12,R_3ovwnh4IW3BlIWd,,,,,42.8575,-72.594,anonymous,EN,1,69ad7ccf4fb45fd749b7e5d3,4,New York City is extremely crowded and unpleasant.,,,5,,,,,,89,100,3,100,1,100,0,83,56,7,9,1,0,,100,,78,100,86,61,1,2,69ad7ccf4fb45fd749b7e5d3,1,New York City is extremely crowded and unpleasant.,FL_101|FL_98|FL_99|FL_103|FL_137,Betting|FL_78|Beliefbecauseofevidence|Considered|Context-sensitivity|FL_80|Double-bookkeeping|Prediction,FL_143|Singlebookkeeping|FL_151|Deepersense|FL_150|Reallybelieve,Dishonest,Serious
2026-03-23 15:56:02,2026-03-23 16:06:28,0,107.122.225.130,100,626,1,2026-03-23 16:06:28,R_11jFS7KnOWQ8mLg,,,,,36.1671,-86.7861,anonymous,EN,1,69bc4e1a9cf0b0d9a4797294,,,,,4,I have 8 siblings (I have 7 but I always think 8),,,,,100,100,3,100,1,100,0,65,84,0,90,1,,100,0,,6,0,0,22,2,2,69bc4e1a9cf0b0d9a4797294,1,I have 8 siblings (I have 7 but I always think 8),FL_101|FL_137|FL_99|FL_98|FL_103,FL_80|Double-bookkeeping|Prediction|Context-sensitivity|Beliefbecauseofevidence|Betting|Considered|FL_78,FL_143|FL_151|FL_150|Singlebookkeeping|Reallybelieve|Deepersense,Dishonest2,Serious
